code,meaning
q50,'how often do you follow news about politics and government?'*
2,' not even once a week'
q53,'how much impact do you feel government policies have on your daily life? (hong kong: beijing government)'*
2,'a little impact'
q60,"'for the sake of the family, the individual should put his personal interests second. '"
2,'somewhat agree'
q73,'the best way to deal with complicated political issues should be to leave them to the future. (new)'*
2,'somewhat agree'
q73,'the best way to deal with complicated political issues should be to leave them to the future. (new)'*
8,'canxa5x8ct choose'
q75,'cruel criminals should be punished immediately without regard to time-consuming legal processes. (new)'*
3,'somewhat disagree'
q75,'cruel criminals should be punished immediately without regard to time-consuming legal processes. (new)'*
8,'canxa5x8ct choose'
q76,"'for the sake of the national community/society, the individual should be prepared to sacrifice his/her personal interest. '"
2,'somewhat agree'
q93," 'on the whole, how satisfied or dissatisfied are you with the way democracy works in [country].  are you xa5k?'"
8,'canxa5x8ct choose'
q104,   'our current courts always punish the guilty even if they are high-ranking officials.'n
2,'somewhat agree'
q109,"   'people have basic necessities like food, clothes, and shelter.'"
2,'somewhat agree'
q110,   'people are free to speak what they think without fear.'
2,'somewhat agree'
q110,   'people are free to speak what they think without fear.'
7,'don't understand'
q110,   'people are free to speak what they think without fear.'
8,'canxa5x8ct choose'
q111,   'people can join any organization they like without fear.people are free to speak what they think without fear.'
2,'somewhat agree'
q111,   'people can join any organization they like without fear.people are free to speak what they think without fear.'
8,'canxa5x8ct choose'
q120,"   'in your opinion, is the government working to crackdown corruption and root out bribes? (new)'"
2,'it is doing something'
q122,   'which of the following statements comes closer to your own view?'
8,'canxa5x8ct choose'
q124,   'we should get rid of parliament and elections and have a strong leader decide things. '
3,'disapprove'
q126,   'the army (military) should come in to govern the country'
3,'disapprove'
q127,   'i think i have the ability to participate in politics.'
3,'somewhat disagree'
q128,   'sometimes politics and government seems so complicated that a person like me canxa5x8ct really understand what is going on.'
2,'somewhat agree'
q129,"   'whatever its faults may be, our form of government is still the best for us.'"
2,'somewhat agree'
q133,   'people with little or no education should have as much say in politics as highly-educated people.'
2,'somewhat agree'
q134,   'government leaders are like the head of a family; we should all follow their decisions.'
8,'canxa5x8ct choose'
q136,   'harmony of the community will be disrupted if people organize lots of groups.'
2,'somewhat agree'
q136,   'harmony of the community will be disrupted if people organize lots of groups.'
8,'canxa5x8ct choose'
q138,"   'if the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things.'"
2,'somewhat agree'
q140,"   'if people have too many different ways of thinking, society will be chaotic.'"
2,'somewhat agree'
q151,   'a citizen who does not actively participate in the affairs of his local and national community is not performing his duties.(new)'**
2,'somewhat agree'
q151,   'a citizen who does not actively participate in the affairs of his local and national community is not performing his duties.(new)'**
8,'canxa5x8ct choose'
q152,"   'citizens should always obey laws and regulations, even if they disagree with them.(new)'**"
2,'somewhat agree'
q153,"   'a citizen should always remain loyal only to his country, no matter how imperfect it is or what wrong it has done.""(new)'**"
2,'somewhat agree'
q154,   'how proud are you to be a citizen of (country)? are you? (new)n'
9,'decline to answer'
q155,"   'given the chance, how willing would you be to go and live in another country? (new)'"
3,'not willing'
q155,"   'given the chance, how willing would you be to go and live in another country? (new)'"
8,'canxa5x8ct choose'
se4,'marital status'
9,'decline to answer'
se13,   'subjective social status. people sometimes think of the social status of their families in terms of being high or low. imagine a ladder with 10 steps. at step one stand the lowest status and step 10 stand the highest. where would you place your family on the following scale?'
97,don't understand
---,---
q20,are you a member of any organization or formal groups?*
2,'no'
q53,'how much impact do you feel government policies have on your daily life? (hong kong: beijing government)'*
7,'no answer'
q58,"'when one has a conflict with a neighbor, the best way to deal with it is to accommodate the other person.'"
1,'strongly agree'
q62,"'when dealing with others, securing onexa5x8cs immediate interests should be more important than developing a long-term relationship. (new)'"
1,'strongly agree'
q73,'the best way to deal with complicated political issues should be to leave them to the future. (new)'*
1,'strongly agree'
q77,'the most important thing for political leaders is to accomplish their goals even if they have to ignore the established procedure.'*
1,'strongly agree'
q92," 'people often differ in their views on the characteristic that is essential to democracy. if you have to choose only one of the things that i am going to read, which one would you choose as the most essential to a democracy? (please read out options 1 to 4) (new)'"
0,'no answer'
q111,   'people can join any organization they like without fear.people are free to speak what they think without fear.'
1,'strongly agree'
q124,   'we should get rid of parliament and elections and have a strong leader decide things. '
1,'strongly approve'
q127,   'i think i have the ability to participate in politics.'
1,'strongly agree'
q136,   'harmony of the community will be disrupted if people organize lots of groups.'
1,'strongly agree'
q138,"   'if the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things.'"
1,'strongly agree'
q139,"   'if we have political leaders who are morally upright, we can let them decide everything.'"
1,'strongly agree'
q140,"   'if people have too many different ways of thinking, society will be chaotic.'"
1,'strongly agree'
q141,"   'when the country is facing a difficult situation, it is ok for the government to disregard the law in order to deal with the situation.'"
1,'strongly agree'
---,---
q20,are you a member of any organization or formal groups?*
1,'yes'
q23,"'general speaking, would you say that ""most people can be trusted"" or ""that you must be very careful"
7,'do not understand the question'
q52,"'when you get together with your family members or friends, how often do you discuss political matters?(new)'"
7,'no answer'
q56,"'even if parents' demands are unreasonable, children still should do what they ask.'"
4,'strongly disagree'
q58,"'when one has a conflict with a neighbor, the best way to deal with it is to accommodate the other person.'"
4,'strongly disagree'
q60,"'for the sake of the family, the individual should put his personal interests second. '"
4,'strongly disagree'
q73,'the best way to deal with complicated political issues should be to leave them to the future. (new)'*
4,'strongly disagree'
q75,'cruel criminals should be punished immediately without regard to time-consuming legal processes. (new)'*
1,'strongly agree'
q97, 'to what extent would you want our country to be democratic now?'
1,complete dictatorship
q111,   'people can join any organization they like without fear.people are free to speak what they think without fear.'
4,'strongly disagree'
q112,   'how often do government officials withhold important information from the public view?'
1,'always'
q127,   'i think i have the ability to participate in politics.'
4,'strongly disagree'
q128,   'sometimes politics and government seems so complicated that a person like me canxa5x8ct really understand what is going on.'
1,'strongly agree'
q128,   'sometimes politics and government seems so complicated that a person like me canxa5x8ct really understand what is going on.'
4,'strongly disagree'
q133,   'people with little or no education should have as much say in politics as highly-educated people.'
4,'strongly disagree'
q136,   'harmony of the community will be disrupted if people organize lots of groups.'
4,'strongly disagree'
q138,"   'if the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things.'"
4,'strongly disagree'
q139,"   'if we have political leaders who are morally upright, we can let them decide everything.'"
4,'strongly disagree'
q140,"   'if people have too many different ways of thinking, society will be chaotic.'"
4,'strongly disagree'
q141,"   'when the country is facing a difficult situation, it is ok for the government to disregard the law in order to deal with the situation.'"
4,'strongly disagree'
q151,   'a citizen who does not actively participate in the affairs of his local and national community is not performing his duties.(new)'**
4,'strongly disagree'
se4,'marital status'
3,'living-in as married'
se6,'religion'
24,'evangelical'
se6,'religion'
27,'grace gospel of church'
se6,'religion'
42,'sunni'
se6,'religion'
72,'iglesia ni cristo'
---,---
q3,   'what do you think will be the state of our country's economic condition a few years from now?'
1,'much worse'
q6,   'what do you think the economic situation of your family will be a few years from now?'
1,'much worse'
q8,'the courts'
1,'none at all'
q9,'national government in the capital city'
1,'none at all'
q12,'civil service'
1,'none at all'
q13,'the military'
1,'none at all'
q14,'the police'
1,'none at all'
q15,'local government
1,'none at all'
q48,'how would you describe the present political situation in our country? (new)'*
5,'very bad'
q76,"'for the sake of the national community/society, the individual should be prepared to sacrifice his/her personal interest. '"
4,'strongly disagree'
q93," 'on the whole, how satisfied or dissatisfied are you with the way democracy works in [country].  are you xa5k?'"
1,'not at all satisfied'
q98," 'here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. if xa5xa71xa5xa8 means that democracy is completely unsuitable for [name of country] today and xa5xa710xa5xa8 means that it is  completely suitable, where would you place our country today?'"
2,
q104,   'our current courts always punish the guilty even if they are high-ranking officials.'n
4,'strongly disagree'
q108,   'everyone is treated equally by the government.'
4,'strongly disagree'
q109,"   'people have basic necessities like food, clothes, and shelter.'"
4,'strongly disagree'
q116,   'how well do you think the government responds to what people want?'
4,'not responsive at all'
q120,"   'in your opinion, is the government working to crackdown corruption and root out bribes? (new)'"
4,'doing nothing'
q129,"   'whatever its faults may be, our form of government is still the best for us.'"
4,'strongly disagree'
q130,   'you can generally trust the people who run our government to do what is right. (hk: hong kong government)'
4,'strongly disagree'
q135,   'the government should decide whether certain ideas should be allowed to be discussed in society.'
4,'strongly disagree'
q153,"   'a citizen should always remain loyal only to his country, no matter how imperfect it is or what wrong it has done.""(new)'**"
4,'strongly disagree'
se6,'religion'
83,'dating dann'
---,---
q11,'parliament'
7,'do not understand the question'
q15,'local government
9,'decline to answer' /
q20,are you a member of any organization or formal groups?*
8,'can't choose'
q20,are you a member of any organization or formal groups?*
2,'no'
q32,"'generally speaking, how safe is living in this city/ town/ village xa5v very safe, safe, unsafe or very unsafe? '"
1,'very safe'
q56,"'even if parents' demands are unreasonable, children still should do what they ask.'"
7,'don't understand'
q97, 'to what extent would you want our country to be democratic now?'
10,'complete democracy'
q98," 'here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. if xa5xa71xa5xa8 means that democracy is completely unsuitable for [name of country] today and xa5xa710xa5xa8 means that it is  completely suitable, where would you place our country today?'"
10,'democracy is perfectly suitable'
q113,   'how often do national government officials abide by the law? (hong kong: hk government)n'
9,'decline to answer'
q129,"   'whatever its faults may be, our form of government is still the best for us.'"
9,'decline to answer'
q154,   'how proud are you to be a citizen of (country)? are you? (new)n'
1,'very proud'
q155,"   'given the chance, how willing would you be to go and live in another country? (new)'"
4,'not willing at all'
se4,'marital status'
5,'separated/married but separated/not living with legal spouse'
se13,   'subjective social status. people sometimes think of the social status of their families in terms of being high or low. imagine a ladder with 10 steps. at step one stand the lowest status and step 10 stand the highest. where would you place your family on the following scale?'
10,highest status
---,---
q12,'civil service'
7,'do not understand the question'
q17,'17 television'**
7,'do not understand the question'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
2,'no'
q20,are you a member of any organization or formal groups?*
2,'no'
q24,"'how much trust do you have in esch of the following types of people? ""your relatives"" '"
7,'don't understand'
q49,'how interested would you say you are in politics?'
4,'very interested'
q56,"'even if parents' demands are unreasonable, children still should do what they ask.'"
1,'strongly agree'
q60,"'for the sake of the family, the individual should put his personal interests second. '"
1,'strongly agree'
q95, 'where would you place our country on this scale during the period of [name of the most recent government under authoritarian rule]? '
10,'complete democracy'
q96, 'where would you place our country under the present government?'
10,'complete democracy'
q104,   'our current courts always punish the guilty even if they are high-ranking officials.'n
1,'strongly agree'
q109,"   'people have basic necessities like food, clothes, and shelter.'"
1,'strongly agree'
q110,   'people are free to speak what they think without fear.'
1,'strongly agree'
q119,   'have you or anyone you know personally witnessed an act of corruption or bribe-taking by a politician or government official in the past year?'
7,'don't understand'
q133,   'people with little or no education should have as much say in politics as highly-educated people.'
1,'strongly agree'
q153,"   'a citizen should always remain loyal only to his country, no matter how imperfect it is or what wrong it has done.""(new)'**"
1,'strongly agree'
q155,"   'given the chance, how willing would you be to go and live in another country? (new)'"
7,'don't understand'
---,---
country,'country code'
6,'philippines'
q20,are you a member of any organization or formal groups?*
2,'no'
q50,'how often do you follow news about politics and government?'*
6,'never'
q66,'how often do you use the internet? (new)'*
0,'not aware of internet'
q96, 'where would you place our country under the present government?'
1,complete dictatorship
q98," 'here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country. if xa5xa71xa5xa8 means that democracy is completely unsuitable for [name of country] today and xa5xa710xa5xa8 means that it is  completely suitable, where would you place our country today?'"
1,'democracy is completely unsuitable'
q110,   'people are free to speak what they think without fear.'
4,'strongly disagree'
q134,   'government leaders are like the head of a family; we should all follow their decisions.'
4,'strongly disagree'
q137,"   'when judges decide important cases, they should accept the view of the executive branch.'"
4,'strongly disagree'
q152,"   'citizens should always obey laws and regulations, even if they disagree with them.(new)'**"
4,'strongly disagree'
se6,'religion'
10,'roman catholic'
se6,'religion'
21,'seventh day adventist'
se6,'religion'
22,'baptist'
se6,'religion'
23,'pentecostal'
se6,'religion'
30,'jews'
se6,'religion'
74,'born again'
---,---
q4,"   'as for your own family, how do you rate the economic situation of your family today?'"
8,"""can't choose"""
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
2,'no'
q20,are you a member of any organization or formal groups?*
2,'no'
q20,are you a member of any organization or formal groups?*
2,'no'
q20,are you a member of any organization or formal groups?*
2,'no'
q20,are you a member of any organization or formal groups?*
2,'no'
q20,are you a member of any organization or formal groups?*
2,'no'
fgnum,number of formal group*
2,'two'
fgnum,number of formal group*
3,'three'
fgnum,number of formal group*
98,'not applicable'
q32,"'generally speaking, how safe is living in this city/ town/ village xa5v very safe, safe, unsafe or very unsafe? '"
4,'very unsafe'
q50,'how often do you follow news about politics and government?'*
8,'canxa5x8ct choose'
q66,'how often do you use the internet? (new)'*
8,'cannot choose'
q67,'how closely do you follow major events in foreign countries / the world? (new)'*
8,'canxa5x8ct choose'
q68,"'have you traveled abroad before? if you have, how often do you travel abroad? (new)'*"
1,'a few times a year'
q77,'the most important thing for political leaders is to accomplish their goals even if they have to ignore the established procedure.'*
4,'strongly disagree'
q95, 'where would you place our country on this scale during the period of [name of the most recent government under authoritarian rule]? '
1,complete dictatorship
q97, 'to what extent would you want our country to be democratic now?'
2,
q97, 'to what extent would you want our country to be democratic now?'
4,
q97, 'to what extent would you want our country to be democratic now?'
5,
q119,   'have you or anyone you know personally witnessed an act of corruption or bribe-taking by a politician or government official in the past year?'
1,'yes (witnessed)'
q126,   'the army (military) should come in to govern the country'
4,'strongly disapprove'
q154,   'how proud are you to be a citizen of (country)? are you? (new)n'
4,'not proud at all'
se6,'religion'
25,'epescopal'
se6,'religion'
26,'methodist'
se6,'religion'
41,'shia'
---,---
q25,"'how much trust do you have in esch of the following types of people? ""your neighbors"" '"
1,'none at all'
q76,"'for the sake of the national community/society, the individual should be prepared to sacrifice his/her personal interest. '"
1,'strongly agree'
q108,   'everyone is treated equally by the government.'
1,'strongly agree'
q126,   'the army (military) should come in to govern the country'
1,'strongly approve'
q129,"   'whatever its faults may be, our form of government is still the best for us.'"
1,'strongly agree'
q130,   'you can generally trust the people who run our government to do what is right. (hk: hong kong government)'
1,'strongly agree'
q134,   'government leaders are like the head of a family; we should all follow their decisions.'
1,'strongly agree'
q135,   'the government should decide whether certain ideas should be allowed to be discussed in society.'
1,'strongly agree'
q151,   'a citizen who does not actively participate in the affairs of his local and national community is not performing his duties.(new)'**
1,'strongly agree'
q152,"   'citizens should always obey laws and regulations, even if they disagree with them.(new)'**"
1,'strongly agree'
se6,'religion'
73,'aglipayan'
---,---
q1,   'how would you rate the overll economic condition of our country today?'
3,'so-so [not good nor bad]'
q2,   'how would you dsecribe the change in the economic condition of our country over the last few years?'
3,'about the same'
q5,   'how would you compare the current economic condition of your family with what it was a few years ago?'
8,"""can't choose"""
q10,'political parties'
9,'decline to answer' /
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
1,'yes'
q20,are you a member of any organization or formal groups?*
2,'no'
q23,"'general speaking, would you say that ""most people can be trusted"" or ""that you must be very careful"
1,'you must be very careful in dealing with people'
q23,"'general speaking, would you say that ""most people can be trusted"" or ""that you must be very careful"
9,'decline to answer' /
q25,"'how much trust do you have in esch of the following types of people? ""your neighbors"" '"
3,'quite a lot of trust'
q32,"'generally speaking, how safe is living in this city/ town/ village xa5v very safe, safe, unsafe or very unsafe? '"
3,'unsafe'
q48,'how would you describe the present political situation in our country? (new)'*
3,'average'
q49,'how interested would you say you are in politics?'
1,'not at all interested'
q49,'how interested would you say you are in politics?'
8,'canxa5x8ct choose'
q53,'how much impact do you feel government policies have on your daily life? (hong kong: beijing government)'*
8,'canxa5x8ct choose'
q66,'how often do you use the internet? (new)'*
3,'at least once a month'
q66,'how often do you use the internet? (new)'*
4,'several times a year'
q67,'how closely do you follow major events in foreign countries / the world? (new)'*
2,'somewhat closely'
q79,   'contacted government (administrative) official.'
2,'more than once'
q92," 'people often differ in their views on the characteristic that is essential to democracy. if you have to choose only one of the things that i am going to read, which one would you choose as the most essential to a democracy? (please read out options 1 to 4) (new)'"
2,'freedom to criticize those in power'
q95, 'where would you place our country on this scale during the period of [name of the most recent government under authoritarian rule]? '
4,
q96, 'where would you place our country under the present government?'
5,
q97, 'to what extent would you want our country to be democratic now?'
6,
q112,   'how often do government officials withhold important information from the public view?'
2,'most of the time '
q121,   'which of the following statements comes closest to your own opinion?'
1,"'for people like me, it does not matter whether we have a democratic or a nondemocratic regime'"
q123,"   'if you had to choose between democracy and economic development, which would you say is more important?'"
3,'democracy is somewhat more important '
q133,   'people with little or no education should have as much say in politics as highly-educated people.'
3,'somewhat disagree'
q155,"   'given the chance, how willing would you be to go and live in another country? (new)'"
2,'willing'
se4,'marital status'
1,'single/never married'
se4,'marital status'
6,'divorced'
se6,'religion'
60,'buddhist'
se6,'religion'
80,'other'
se13,   'subjective social status. people sometimes think of the social status of their families in terms of being high or low. imagine a ladder with 10 steps. at step one stand the lowest status and step 10 stand the highest. where would you place your family on the following scale?'
1,lowest status
se13,   'subjective social status. people sometimes think of the social status of their families in terms of being high or low. imagine a ladder with 10 steps. at step one stand the lowest status and step 10 stand the highest. where would you place your family on the following scale?'
2,
se13,   'subjective social status. people sometimes think of the social status of their families in terms of being high or low. imagine a ladder with 10 steps. at step one stand the lowest status and step 10 stand the highest. where would you place your family on the following scale?'
4,
se13,   'subjective social status. people sometimes think of the social status of their families in terms of being high or low. imagine a ladder with 10 steps. at step one stand the lowest status and step 10 stand the highest. where would you place your family on the following scale?'
5,
